St_Father_Monthly_Income,St_Date_of_Birth,AgeYearsIntTrunc,academic_year_name,class_name,section_name,St_Active_Inactive
50000.0,2006-02-03 00:00:00.000,12,March 2017-  February 2018,Hifz Boys,GRADE 1,A         
30000.0,2005-08-22 00:00:00.000,12,March 2017-  February 2018,Hifz Boys,GRADE 1,A         
35000.0,2005-08-27 00:00:00.000,12,March 2017-  February 2018,Hifz Boys,GRADE 1,A         
50000.0,2006-08-06 00:00:00.000,11,March 2017-  February 2018,Hifz Boys,GRADE 1,A         
20000.0,2008-04-13 00:00:00.000,9,March 2017-  February 2018,4th,F,A         
18000.0,2007-04-10 00:00:00.000,10,March 2017-  February 2018,5th,C,A         
18600.0,2009-01-12 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
26000.0,2009-03-09 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
25000.0,2003-03-18 00:00:00.000,15,March 2017-  February 2018,9th,D,A         
30000.0,2005-04-02 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
17000.0,2008-07-08 00:00:00.000,9,March 2017-  February 2018,4th,D,A         
12000.0,2006-08-12 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
30000.0,2004-07-19 00:00:00.000,13,March 2017-  February 2018,8th,E,A         
40000.0,2004-06-14 00:00:00.000,13,March 2017-  February 2018,8th,E,A         
20000.0,2004-03-16 00:00:00.000,14,March 2017-  February 2018,8th,E,A         
20000.0,2002-08-01 00:00:00.000,15,March 2017-  February 2018,8th,E,A         
10000.0,2003-07-07 00:00:00.000,14,March 2017-  February 2018,8th,E,A         
22000.0,2004-02-25 00:00:00.000,14,March 2017-  February 2018,8th,E,A         
15000.0,2003-09-22 00:00:00.000,14,March 2017-  February 2018,8th,E,A         
50000.0,2003-07-18 00:00:00.000,14,March 2017-  February 2018,8th,E,A         
35000.0,2004-07-10 00:00:00.000,13,March 2017-  February 2018,8th,E,A         
10000.0,2004-09-30 00:00:00.000,13,March 2017-  February 2018,8th,E,A         
40000.0,2003-08-18 00:00:00.000,14,March 2017-  February 2018,8th,E,A         
40000.0,2002-12-25 00:00:00.000,15,March 2017-  February 2018,8th,E,A         
15000.0,2004-03-12 00:00:00.000,14,March 2017-  February 2018,8th,E,A         
30000.0,2002-05-31 00:00:00.000,15,March 2017-  February 2018,10th,B,A         
80000.0,2004-06-26 00:00:00.000,13,March 2017-  February 2018,8th,E,A         
20000.0,2003-11-12 00:00:00.000,14,March 2017-  February 2018,8th,E,A         
20000.0,2004-05-18 00:00:00.000,13,March 2017-  February 2018,8th,E,A         
20000.0,2002-10-04 00:00:00.000,15,March 2017-  February 2018,8th,E,A         
20000.0,2002-11-29 00:00:00.000,15,March 2017-  February 2018,8th,E,A         
20000.0,2003-10-07 00:00:00.000,14,March 2017-  February 2018,8th,F,A         
25000.0,2004-08-31 00:00:00.000,13,March 2017-  February 2018,8th,F,A         
15000.0,2003-07-19 00:00:00.000,14,March 2017-  February 2018,8th,F,A         
35000.0,2004-09-27 00:00:00.000,13,March 2017-  February 2018,8th,F,A         
18000.0,2005-01-20 00:00:00.000,13,March 2017-  February 2018,8th,F,A         
25000.0,2004-04-02 00:00:00.000,14,March 2017-  February 2018,8th,F,A         
30000.0,2000-09-03 00:00:00.000,17,March 2017-  February 2018,8th,F,A         
30000.0,2003-09-08 00:00:00.000,14,March 2017-  February 2018,8th,F,A         
20000.0,2003-09-13 00:00:00.000,14,March 2017-  February 2018,8th,F,A         
35000.0,2002-10-18 00:00:00.000,15,March 2017-  February 2018,8th,F,A         
20000.0,2003-06-02 00:00:00.000,14,March 2017-  February 2018,8th,F,A         
30000.0,2004-02-24 00:00:00.000,14,March 2017-  February 2018,8th,F,A         
30000.0,2004-12-05 00:00:00.000,13,March 2017-  February 2018,8th,F,A         
25000.0,2004-07-01 00:00:00.000,13,March 2017-  February 2018,8th,F,A         
40000.0,2004-03-20 00:00:00.000,14,March 2017-  February 2018,8th,F,A         
35000.0,2003-12-16 00:00:00.000,14,March 2017-  February 2018,8th,F,A         
20000.0,2003-02-10 00:00:00.000,15,March 2017-  February 2018,8th,F,A         
50000.0,2003-11-30 00:00:00.000,14,March 2017-  February 2018,8th,F,A         
30000.0,2003-11-18 00:00:00.000,14,March 2017-  February 2018,8th,F,A         
30000.0,2003-05-11 00:00:00.000,14,March 2017-  February 2018,8th,F,A         
40000.0,2005-06-14 00:00:00.000,12,March 2017-  February 2018,8th,E,A         
35000.0,2006-01-04 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
25000.0,2006-04-18 00:00:00.000,11,March 2017-  February 2018,6th,D,A         
60000.0,2005-11-06 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
40000.0,2006-08-14 00:00:00.000,11,March 2017-  February 2018,6th,D,A         
60000.0,2006-01-01 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
19000.0,2005-08-08 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
20000.0,2005-08-09 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
15000.0,2005-08-20 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
15000.0,2006-10-15 00:00:00.000,11,March 2017-  February 2018,6th,D,A         
60000.0,2006-11-17 00:00:00.000,11,March 2017-  February 2018,6th,D,A         
35000.0,2006-07-14 00:00:00.000,11,March 2017-  February 2018,6th,D,A         
20000.0,2006-02-03 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
40000.0,2006-02-01 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
30000.0,2006-03-10 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
25000.0,2006-03-15 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
25700.0,2005-11-07 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
50000.0,2005-12-24 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
30000.0,2006-10-02 00:00:00.000,11,March 2017-  February 2018,6th,D,A         
9500.0,2005-10-31 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
15000.0,2005-12-13 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
18000.0,2006-04-11 00:00:00.000,11,March 2017-  February 2018,6th,D,A         
80000.0,2006-07-27 00:00:00.000,11,March 2017-  February 2018,6th,D,A         
30000.0,2006-01-21 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
15000.0,2006-02-26 00:00:00.000,12,March 2017-  February 2018,6th,E,A         
35000.0,2006-06-11 00:00:00.000,11,March 2017-  February 2018,6th,E,A         
20000.0,2006-01-30 00:00:00.000,12,March 2017-  February 2018,6th,E,A         
80000.0,2004-11-25 00:00:00.000,13,March 2017-  February 2018,6th,E,A         
16000.0,2005-09-26 00:00:00.000,12,March 2017-  February 2018,6th,E,A         
20000.0,2005-09-23 00:00:00.000,12,March 2017-  February 2018,6th,E,A         
29000.0,2005-10-06 00:00:00.000,12,March 2017-  February 2018,6th,E,A         
30000.0,2005-12-28 00:00:00.000,12,March 2017-  February 2018,6th,E,A         
50000.0,2006-07-27 00:00:00.000,11,March 2017-  February 2018,6th,E,A         
30000.0,2006-08-16 00:00:00.000,11,March 2017-  February 2018,6th,E,A         
80000.0,2006-01-12 00:00:00.000,12,March 2017-  February 2018,6th,E,A         
25000.0,2005-09-02 00:00:00.000,12,March 2017-  February 2018,6th,E,A         
26000.0,2006-01-25 00:00:00.000,12,March 2017-  February 2018,6th,E,A         
10000.0,2006-10-26 00:00:00.000,11,March 2017-  February 2018,6th,E,A         
35000.0,2006-07-29 00:00:00.000,11,March 2017-  February 2018,6th,E,A         
50000.0,2006-02-17 00:00:00.000,12,March 2017-  February 2018,6th,E,A         
35000.0,2006-04-07 00:00:00.000,11,March 2017-  February 2018,6th,E,A         
12000.0,2006-01-27 00:00:00.000,12,March 2017-  February 2018,6th,E,A         
20000.0,2007-01-25 00:00:00.000,11,March 2017-  February 2018,6th,E,A         
25000.0,2005-10-05 00:00:00.000,12,March 2017-  February 2018,6th,E,A         
20000.0,2006-02-11 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
20000.0,2006-07-09 00:00:00.000,11,March 2017-  February 2018,6th,F,A         
50000.0,2005-10-28 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
20000.0,2006-03-22 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
50000.0,2006-02-17 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
20000.0,2005-08-06 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
100000.0,2005-11-18 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
30000.0,2005-08-28 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
30000.0,2006-02-02 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
30000.0,2006-09-19 00:00:00.000,11,March 2017-  February 2018,6th,F,A         
20000.0,2006-02-01 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
30000.0,2006-02-10 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
20000.0,2005-11-21 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
15000.0,2006-07-26 00:00:00.000,11,March 2017-  February 2018,6th,F,A         
45000.0,2005-08-16 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
30000.0,2006-01-06 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
44000.0,2005-12-02 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
17000.0,2006-02-14 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
25000.0,2006-01-13 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
25000.0,2005-12-07 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
20000.0,2006-05-13 00:00:00.000,11,March 2017-  February 2018,6th,F,A         
40000.0,2006-01-14 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
20000.0,2005-01-25 00:00:00.000,13,March 2017-  February 2018,6th,F,A         
50000.0,2005-03-17 00:00:00.000,13,March 2017-  February 2018,6th,F,A         
25000.0,2006-04-19 00:00:00.000,11,March 2017-  February 2018,6th,D,A         
10000.0,2006-12-06 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
20000.0,2005-09-10 00:00:00.000,12,March 2017-  February 2018,6th,D,A         
20000.0,2009-01-01 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
12000.0,2002-08-10 00:00:00.000,15,March 2017-  February 2018,9th,B,A         
8000.0,2007-07-06 00:00:00.000,10,March 2017-  February 2018,5th,C,A         
70000.0,2006-10-25 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
25000.0,2007-01-22 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
43000.0,2006-06-06 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
30000.0,2005-06-24 00:00:00.000,12,March 2017-  February 2018,7th,D,A         
70000.0,2005-04-05 00:00:00.000,12,March 2017-  February 2018,7th,D,A         
19000.0,2005-02-18 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
20000.0,2005-08-19 00:00:00.000,12,March 2017-  February 2018,7th,D,A         
45000.0,2005-01-05 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
30000.0,2004-06-22 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
33709.0,2005-01-08 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
50000.0,2005-01-31 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
15000.0,2005-07-12 00:00:00.000,12,March 2017-  February 2018,7th,D,A         
30000.0,2005-01-03 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
50000.0,2005-02-01 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
38000.0,2004-11-04 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
40000.0,2004-09-13 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
20000.0,2005-03-29 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
25000.0,2005-01-04 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
40000.0,2005-02-07 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
50000.0,2005-05-05 00:00:00.000,12,March 2017-  February 2018,7th,D,A         
15000.0,2005-04-17 00:00:00.000,12,March 2017-  February 2018,7th,D,A         
10000.0,2005-07-17 00:00:00.000,12,March 2017-  February 2018,7th,D,A         
40000.0,2004-11-13 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
35000.0,2004-07-10 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
35000.0,2005-01-21 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
15000.0,2005-04-11 00:00:00.000,12,March 2017-  February 2018,7th,D,A         
40000.0,2006-11-16 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
8500.0,2002-08-11 00:00:00.000,15,March 2017-  February 2018,9th,F,A         
8500.0,2006-11-10 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
11000.0,2007-07-20 00:00:00.000,10,March 2017-  February 2018,5th,F,A         
5500.0,2002-11-10 00:00:00.000,15,March 2017-  February 2018,9th,D,A         
10000.0,2006-09-28 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
30000.0,2008-01-01 00:00:00.000,10,March 2017-  February 2018,4th,E,A         
15000.0,2008-11-01 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
22500.0,2001-11-15 00:00:00.000,16,March 2017-  February 2018,10th,E,A         
12000.0,2004-10-17 00:00:00.000,13,March 2017-  February 2018,Hifz Boys,GRADE 2,A         
15000.0,2006-10-30 00:00:00.000,11,March 2017-  February 2018,5th,A,A         
20000.0,2006-09-11 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
15000.0,2008-01-01 00:00:00.000,10,March 2017-  February 2018,4th,E,A         
50000.0,2002-04-04 00:00:00.000,16,March 2017-  February 2018,10th,D,A         
15000.0,2007-03-28 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
20000.0,2007-09-17 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
18000.0,2007-10-28 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
15000.0,2007-04-03 00:00:00.000,11,March 2017-  February 2018,5th,A,A         
30000.0,2012-02-23 00:00:00.000,6,March 2017-  February 2018,Prep,JASMINE,A         
14000.0,2005-01-09 00:00:00.000,13,March 2017-  February 2018,7th,D,A         
14000.0,2002-11-19 00:00:00.000,15,March 2017-  February 2018,9th,E,A         
20000.0,2007-09-07 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
20000.0,2002-02-28 00:00:00.000,16,March 2017-  February 2018,10th,F,A         
39500.0,2007-06-29 00:00:00.000,10,March 2017-  February 2018,4th,B,A         
28000.0,2007-12-15 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
15000.0,2009-01-01 00:00:00.000,9,March 2017-  February 2018,3rd,F,A         
10000.0,2005-09-07 00:00:00.000,12,March 2017-  February 2018,Hifz Girls,GRADE 2,A         
10000.0,2001-11-30 00:00:00.000,16,March 2017-  February 2018,9th,C,A         
25000.0,2006-08-13 00:00:00.000,11,March 2017-  February 2018,5th,A,A         
20000.0,2007-01-10 00:00:00.000,11,March 2017-  February 2018,5th,E,A         
50000.0,2007-12-19 00:00:00.000,10,March 2017-  February 2018,4th,D,A         
16000.0,2007-12-14 00:00:00.000,10,March 2017-  February 2018,4th,C,A         
10800.0,2007-05-11 00:00:00.000,10,March 2017-  February 2018,4th,C,A         
11000.0,2005-09-22 00:00:00.000,12,March 2017-  February 2018,6th,F,A         
25000.0,2001-04-30 00:00:00.000,16,March 2017-  February 2018,10th,E,A         
16000.0,2006-12-24 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
20000.0,2006-06-02 00:00:00.000,11,March 2017-  February 2018,6th,D,A         
12000.0,2003-11-04 00:00:00.000,14,March 2017-  February 2018,8th,F,A         
10600.0,2003-03-05 00:00:00.000,15,March 2017-  February 2018,9th,B,A         
10600.0,2001-12-12 00:00:00.000,16,March 2017-  February 2018,10th,D,A         
40000.0,2002-03-16 00:00:00.000,16,March 2017-  February 2018,10th,E,A         
36000.0,2002-10-10 00:00:00.000,15,March 2017-  February 2018,9th,E,A         
25000.0,2008-01-07 00:00:00.000,10,March 2017-  February 2018,4th,E,A         
40000.0,2004-09-26 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
30000.0,2005-02-11 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
17500.0,2006-11-05 00:00:00.000,11,March 2017-  February 2018,7th,E,A         
10000.0,2004-09-25 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
80000.0,2004-10-08 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
20000.0,2005-04-09 00:00:00.000,12,March 2017-  February 2018,7th,E,A         
25000.0,2004-05-11 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
30000.0,2005-04-13 00:00:00.000,12,March 2017-  February 2018,7th,E,A         
20000.0,2005-02-05 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
35000.0,2004-09-17 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
25000.0,2004-10-28 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
25000.0,2004-07-24 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
82000.0,2004-11-05 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
15000.0,2004-08-14 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
25000.0,2005-03-30 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
55000.0,2003-08-03 00:00:00.000,14,March 2017-  February 2018,7th,E,A         
10000.0,2005-07-03 00:00:00.000,12,March 2017-  February 2018,7th,E,A         
15000.0,2004-10-31 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
25000.0,2005-04-24 00:00:00.000,12,March 2017-  February 2018,7th,E,A         
17000.0,2004-09-21 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
15000.0,2005-03-09 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
30000.0,2002-04-26 00:00:00.000,15,March 2017-  February 2018,10th,B,A         
20000.0,2002-06-01 00:00:00.000,15,March 2017-  February 2018,9th,D,A         
10000.0,2007-07-18 00:00:00.000,10,March 2017-  February 2018,4th,E,A         
8500.0,2002-10-13 00:00:00.000,15,March 2017-  February 2018,10th,C,A         
23085.0,2007-02-10 00:00:00.000,11,March 2017-  February 2018,5th,F,A         
15000.0,2009-01-22 00:00:00.000,9,March 2017-  February 2018,3rd,A,A         
15000.0,2006-08-09 00:00:00.000,11,March 2017-  February 2018,6th,E,A         
20000.0,2003-05-15 00:00:00.000,14,March 2017-  February 2018,8th,F,A         
15000.0,2005-10-01 00:00:00.000,12,March 2017-  February 2018,5th,A,A         
40000.0,2007-11-08 00:00:00.000,10,March 2017-  February 2018,4th,C,A         
30000.0,2008-12-26 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
12000.0,2006-10-25 00:00:00.000,11,March 2017-  February 2018,5th,A,A         
30000.0,2007-12-07 00:00:00.000,10,March 2017-  February 2018,4th,C,A         
32000.0,2007-12-25 00:00:00.000,10,March 2017-  February 2018,4th,C,A         
25000.0,2007-11-21 00:00:00.000,10,March 2017-  February 2018,5th,A,A         
7000.0,2007-01-29 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
30000.0,2005-10-05 00:00:00.000,12,March 2017-  February 2018,Hifz Boys,GRADE 1,A         
25000.0,2005-09-16 00:00:00.000,12,March 2017-  February 2018,Hifz Boys,GRADE 1,A         
35000.0,2005-12-13 00:00:00.000,12,March 2017-  February 2018,Hifz Boys,GRADE 1,A         
20000.0,2005-09-09 00:00:00.000,12,March 2017-  February 2018,Hifz Boys,GRADE 1,A         
35000.0,2005-03-07 00:00:00.000,13,March 2017-  February 2018,Hifz Boys,GRADE 1,A         
50000.0,2005-10-21 00:00:00.000,12,March 2017-  February 2018,Hifz Boys,GRADE 1,A         
20000.0,2006-09-18 00:00:00.000,11,March 2017-  February 2018,Hifz Girls,GRADE 1,A         
30000.0,2003-08-07 00:00:00.000,14,March 2017-  February 2018,9th,E,A         
25000.0,2005-09-09 00:00:00.000,12,March 2017-  February 2018,Hifz Girls,GRADE 1,A         
35000.0,2001-04-25 00:00:00.000,16,March 2017-  February 2018,10th,B,A         
18000.0,2002-01-28 00:00:00.000,16,March 2017-  February 2018,10th,C,A         
10000.0,2001-12-12 00:00:00.000,16,March 2017-  February 2018,10th,E,A         
18000.0,2008-08-01 00:00:00.000,9,March 2017-  February 2018,3rd,E,A         
15000.0,2002-02-13 00:00:00.000,16,March 2017-  February 2018,10th,B,A         
23450.0,2001-05-14 00:00:00.000,16,March 2017-  February 2018,10th,A,A         
25000.0,2006-04-15 00:00:00.000,11,March 2017-  February 2018,6th,F,A         
25000.0,2007-08-10 00:00:00.000,10,March 2017-  February 2018,4th,F,A         
25000.0,2009-01-20 00:00:00.000,9,March 2017-  February 2018,3rd,D,A         
50000.0,2007-08-06 00:00:00.000,10,March 2017-  February 2018,4th,E,A         
41500.0,2006-11-09 00:00:00.000,11,March 2017-  February 2018,5th,C,A         
20000.0,2005-05-01 00:00:00.000,12,March 2017-  February 2018,7th,F,I         
43000.0,2004-01-14 00:00:00.000,14,March 2017-  February 2018,8th,D,A         
15000.0,2004-06-10 00:00:00.000,13,March 2017-  February 2018,8th,D,A         
41500.0,2004-07-24 00:00:00.000,13,March 2017-  February 2018,8th,D,A         
22000.0,2004-10-24 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
18000.0,2004-10-12 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
20000.0,2004-09-20 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
23000.0,2005-02-03 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
22000.0,2004-11-19 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
70000.0,2004-12-07 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
50000.0,2004-11-02 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
30000.0,2004-11-22 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
22000.0,2003-10-06 00:00:00.000,14,March 2017-  February 2018,7th,F,A         
20000.0,2005-01-29 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
25000.0,2003-07-29 00:00:00.000,14,March 2017-  February 2018,7th,F,A         
14027.0,2004-11-13 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
20000.0,2004-10-18 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
20000.0,2004-12-01 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
34500.0,2004-11-21 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
35000.0,2005-06-28 00:00:00.000,12,March 2017-  February 2018,7th,F,A         
12000.0,2004-08-31 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
20000.0,2004-12-29 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
25000.0,2005-02-10 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
47000.0,2005-09-06 00:00:00.000,12,March 2017-  February 2018,7th,F,A         
30000.0,2004-08-22 00:00:00.000,13,March 2017-  February 2018,7th,F,A         
25000.0,2003-06-17 00:00:00.000,14,March 2017-  February 2018,7th,F,A         
22000.0,2003-09-18 00:00:00.000,14,March 2017-  February 2018,7th,F,A         
60000.0,2004-03-20 00:00:00.000,14,March 2017-  February 2018,8th,F,A         
35000.0,2005-09-06 00:00:00.000,12,March 2017-  February 2018,7th,D,A         
13000.0,2004-03-04 00:00:00.000,14,March 2017-  February 2018,7th,D,A         
30000.0,2005-02-15 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
12000.0,2004-12-11 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
30000.0,2004-12-22 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
19000.0,2005-08-17 00:00:00.000,12,March 2017-  February 2018,6th,E,I         
35000.0,2005-08-14 00:00:00.000,12,March 2017-  February 2018,6th,E,A         
60000.0,2005-12-21 00:00:00.000,12,March 2017-  February 2018,6th,E,A         
25000.0,2006-01-18 00:00:00.000,12,March 2017-  February 2018,6th,C,I         
9000.0,2006-09-21 00:00:00.000,11,March 2017-  February 2018,5th,D,A         
9300.0,2005-11-12 00:00:00.000,12,March 2017-  February 2018,7th,D,A         
12000.0,2008-03-16 00:00:00.000,10,March 2017-  February 2018,4th,A,A         
20000.0,2005-01-14 00:00:00.000,13,March 2017-  February 2018,Hifz Boys,GRADE 1,A         
15000.0,2003-11-13 00:00:00.000,14,March 2017-  February 2018,10th,A,A         
32000.0,2001-11-22 00:00:00.000,16,March 2017-  February 2018,10th,A,A         
16000.0,2005-09-09 00:00:00.000,12,March 2017-  February 2018,6th,B,A         
37200.0,2005-10-02 00:00:00.000,12,March 2017-  February 2018,6th,B,A         
25000.0,2005-11-28 00:00:00.000,12,March 2017-  February 2018,6th,B,A         
30000.0,2006-04-09 00:00:00.000,11,March 2017-  February 2018,6th,B,A         
80000.0,2006-02-16 00:00:00.000,12,March 2017-  February 2018,6th,B,A         
12000.0,2006-06-18 00:00:00.000,11,March 2017-  February 2018,6th,B,A         
26000.0,2005-10-11 00:00:00.000,12,March 2017-  February 2018,6th,B,A         
21000.0,2006-01-01 00:00:00.000,12,March 2017-  February 2018,6th,B,A         
50000.0,2006-03-11 00:00:00.000,12,March 2017-  February 2018,6th,B,A         
25000.0,2005-07-18 00:00:00.000,12,March 2017-  February 2018,6th,B,A         
12000.0,2006-08-16 00:00:00.000,11,March 2017-  February 2018,6th,B,A         
15000.0,2006-01-17 00:00:00.000,12,March 2017-  February 2018,6th,B,A         
20000.0,2006-09-01 00:00:00.000,11,March 2017-  February 2018,6th,B,A         
24500.0,2005-11-18 00:00:00.000,12,March 2017-  February 2018,6th,B,A         
57295.0,2006-03-14 00:00:00.000,12,March 2017-  February 2018,6th,B,A         
50000.0,2005-02-02 00:00:00.000,13,March 2017-  February 2018,6th,B,A         
20000.0,2004-02-04 00:00:00.000,14,March 2017-  February 2018,6th,B,A         
15000.0,2006-01-27 00:00:00.000,12,March 2017-  February 2018,6th,B,A         
30000.0,2005-09-01 00:00:00.000,12,March 2017-  February 2018,6th,B,A         
50000.0,2006-07-17 00:00:00.000,11,March 2017-  February 2018,6th,B,A         
30000.0,2005-12-16 00:00:00.000,12,March 2017-  February 2018,6th,B,A         
15000.0,2004-09-10 00:00:00.000,13,March 2017-  February 2018,6th,B,A         
29000.0,2006-09-21 00:00:00.000,11,March 2017-  February 2018,6th,C,A         
60000.0,2006-05-13 00:00:00.000,11,March 2017-  February 2018,6th,C,A         
25000.0,2005-10-02 00:00:00.000,12,March 2017-  February 2018,6th,C,A         
25000.0,2005-09-22 00:00:00.000,12,March 2017-  February 2018,6th,C,A         
50000.0,2006-06-20 00:00:00.000,11,March 2017-  February 2018,6th,C,A         
25000.0,2005-10-22 00:00:00.000,12,March 2017-  February 2018,6th,C,A         
25000.0,2004-10-23 00:00:00.000,13,March 2017-  February 2018,6th,C,A         
20000.0,2006-02-02 00:00:00.000,12,March 2017-  February 2018,6th,C,A         
20000.0,2006-01-02 00:00:00.000,12,March 2017-  February 2018,6th,C,A         
10000.0,2005-05-24 00:00:00.000,12,March 2017-  February 2018,6th,C,A         
20000.0,2005-10-05 00:00:00.000,12,March 2017-  February 2018,6th,C,A         
25000.0,2005-01-31 00:00:00.000,13,March 2017-  February 2018,6th,C,A         
20000.0,2005-11-17 00:00:00.000,12,March 2017-  February 2018,6th,C,A         
20000.0,2005-10-21 00:00:00.000,12,March 2017-  February 2018,6th,C,A         
30000.0,2005-11-17 00:00:00.000,12,March 2017-  February 2018,6th,C,A         
33000.0,2006-07-28 00:00:00.000,11,March 2017-  February 2018,6th,C,A         
10000.0,2004-10-10 00:00:00.000,13,March 2017-  February 2018,7th,E,A         
30000.0,2008-11-11 00:00:00.000,9,March 2017-  February 2018,3rd,C,A         
10000.0,2007-10-20 00:00:00.000,10,March 2017-  February 2018,2nd,F,A         
